player,team,salary,record,target_subgroup
"Langeliers, Shea",Oakland,720000,0.37,FALSE
"Martinez, Adrian",Oakland,720000,0.37,FALSE
"Muller, Kyle",Oakland,720000,0.37,FALSE
"Noda, Ryan",Oakland,720000,0.37,FALSE
"Oller, Adam",Oakland,720000,0.37,FALSE
"Ruiz, Esteury",Oakland,720000,0.37,FALSE
"Sears, J.P.",Oakland,720000,0.37,FALSE
"Tarnok, Freddy*",Oakland,720000,0.37,FALSE
"Waldichuk, Ken",Oakland,720000,0.37,FALSE
"Harper, Bryce*",Philadelphia,27538462,0.537,FALSE
"Turner, Trea",Philadelphia,27272727,0.537,FALSE
"Wheeler, Zack",Philadelphia,24500000,0.537,FALSE
"Realmuto, JT",Philadelphia,23875000,0.537,FALSE
"Castellanos, Nick",Philadelphia,20000000,0.537,FALSE
"Schwarber, Kyle",Philadelphia,20000000,0.537,FALSE
"Walker, Taijuan",Philadelphia,18000000,0.537,FALSE
"Nola, Aaron",Philadelphia,16250000,0.537,FALSE
"Hoskins, Rhys*",Philadelphia,12000000,0.537,FALSE
"Kimbrel, Craig",Philadelphia,10000000,0.537,FALSE
"Strahm, Matt",Philadelphia,7500000,0.537,FALSE
"Soto, Gregory",Philadelphia,3925000,0.537,FALSE
"Alvarado, Jose",Philadelphia,3450000,0.537,FALSE
"Suarez, Ranger*",Philadelphia,2950000,0.537,FALSE
"Dominguez, Seranthony",Philadelphia,2500000,0.537,FALSE
"Harrison, Josh",Philadelphia,2000000,0.537,FALSE
"Cave, Jake",Philadelphia,950000,0.537,FALSE
"Sosa, Edmundo",Philadelphia,950000,0.537,FALSE
"Bellatti, Andrew",Philadelphia,859000,0.537,FALSE
"Bohm, Alec",Philadelphia,748000,0.537,FALSE
"Nelson, Nick*",Philadelphia,745000,0.537,FALSE
"Stubbs, Garrett",Philadelphia,741000,0.537,FALSE
"Brogdon, Connor",Philadelphia,738750,0.537,FALSE
"Marsh, Brandon",Philadelphia,734500,0.537,FALSE
"Stott, Bryson",Philadelphia,734500,0.537,FALSE
"Falter, Bailey",Philadelphia,733000,0.537,FALSE
"Marte, Yunior",Philadelphia,725500,0.537,FALSE
"Sanchez, Cristopher*",Philadelphia,725000,0.537,FALSE
"Hall, Darick",Philadelphia,724500,0.537,FALSE
"Marchan, Rafael*",Philadelphia,723500,0.537,FALSE
"Vasquez, Andrew",Philadelphia,723500,0.537,FALSE
"Guthrie, Dalton",Philadelphia,722500,0.537,FALSE
"Song, Noah*",Philadelphia,720000,0.537,FALSE
"Hayes, Ke'Bryan",Pittsburgh,10000000,0.383,FALSE
"Hill, Rich",Pittsburgh,8000000,0.383,FALSE
"Reynolds, Bryan",Pittsburgh,6750000,0.383,FALSE
"Santana, Carlos",Pittsburgh,6725000,0.383,FALSE
"Hedges, Austin",Pittsburgh,5000000,0.383,FALSE
"McCutchen, Andrew",Pittsburgh,5000000,0.383,FALSE
"Choi, Ji-Man",Pittsburgh,4650000,0.383,FALSE
"Velasquez, Vincent",Pittsburgh,3150000,0.383,FALSE
"Garcia, Jarlin*",Pittsburgh,2500000,0.383,FALSE
"Keller, Mitch",Pittsburgh,2437500,0.383,FALSE
"Brubaker, Jonathan*",Pittsburgh,2275000,0.383,FALSE
"Stephenson, Robert*",Pittsburgh,1750000,0.383,FALSE
"Underwood Jr., Duane",Pittsburgh,1025000,0.383,FALSE
"De Jong, Chase",Pittsburgh,820000,0.383,FALSE
"Zastryzny, Rob",Pittsburgh,750000,0.383,FALSE
"Bednar, David",Pittsburgh,745000,0.383,FALSE
"Crowe, Wil",Pittsburgh,745000,0.383,FALSE
"Joe, Connor",Pittsburgh,735000,0.383,FALSE
"Oviedo, Johan",Pittsburgh,735000,0.383,FALSE
"Bae, Ji-hwan",Pittsburgh,725000,0.383,FALSE
"Castro, Rodolfo",Pittsburgh,725000,0.383,FALSE
"Contreras, Roansy",Pittsburgh,725000,0.383,FALSE
"Holderman, Colin",Pittsburgh,725000,0.383,FALSE
"Kranick, Max*",Pittsburgh,725000,0.383,FALSE
"Moreta, Dauri",Pittsburgh,725000,0.383,FALSE
"Smith, Canaan",Pittsburgh,725000,0.383,FALSE
"Suwinski, Jack",Pittsburgh,725000,0.383,FALSE
"Delay, Jason",Pittsburgh,720000,0.383,FALSE
"Cruz, Oneil",Pittsburgh,720000,0.383,FALSE
"Hernandez, Jose",Pittsburgh,720000,0.383,FALSE
"Bogaerts, Xander",San Diego,25454545,0.549,FALSE
"Darvish, Yu",San Diego,25000000,0.549,FALSE
"Soto, Juan",San Diego,23000000,0.549,FALSE
"Machado, Manny",San Diego,21090909,0.549,FALSE
"Musgrove, Joe*",San Diego,20000000,0.549,FALSE
"Snell, Blake",San Diego,16600000,0.549,FALSE
"Hader, Josh",San Diego,14100000,0.549,FALSE
"Martinez, Nick",San Diego,10000000,0.549,FALSE
"Pomeranz, Drew*",San Diego,10000000,0.549,FALSE
"Suarez, Robert*",San Diego,10000000,0.549,FALSE
"Lugo, Seth",San Diego,7500000,0.549,FALSE
"Wacha, Michael",San Diego,7500000,0.549,FALSE
"Tatis, Fernando**",San Diego,7000000,0.549,FALSE
"Kim, Ha-Seong",San Diego,7000000,0.549,FALSE
"Carpenter, Matt",San Diego,6500000,0.549,FALSE
"Cronenworth, Jake",San Diego,4225000,0.549,FALSE
"Garcia, Luis (Amado)",San Diego,3750000,0.549,FALSE
"Grisham, Trent",San Diego,3175000,0.549,FALSE
"Nola, Austin",San Diego,2350000,0.549,FALSE
"Hill, Tim",San Diego,1850000,0.549,FALSE
"Dahl, David",San Diego,1250000,0.549,FALSE
"Cruz, Nelson",San Diego,1000000,0.549,FALSE
"Engel, Adam*",San Diego,1000000,0.549,FALSE
"Morejon, Adrian*",San Diego,800000,0.549,FALSE
"Odor, Rougned",San Diego,800000,0.549,FALSE
"Crismatt, Nabil",San Diego,750000,0.549,FALSE
"Tapia, Domingo",San Diego,735000,0.549,FALSE
"Castillo, Jose*",San Diego,730000,0.549,FALSE
"Weathers, Ryan",San Diego,727600,0.549,FALSE
"Wilson, Steven",San Diego,726400,0.549,FALSE
"Honeywell Jr, Brent",San Diego,725000,0.549,FALSE
"Azocar, Jose",San Diego,723700,0.549,FALSE
"Campusano, Luis",San Diego,722700,0.549,FALSE
"Rosario, Eguy*",San Diego,720400,0.549,FALSE
"Pederson, Joc",San Francisco,19650000,0.5,FALSE
"Conforto, Michael",San Francisco,18000000,0.5,FALSE
"Crawford, Brandon",San Francisco,16000000,0.5,FALSE
"Manaea, Sean",San Francisco,12500000,0.5,FALSE
"Stripling, Ross",San Francisco,12500000,0.5,FALSE
"Wood, Alex",San Francisco,12500000,0.5,FALSE
"DeSclafani, Anthony",San Francisco,12000000,0.5,FALSE
"Cobb, Alex",San Francisco,9000000,0.5,FALSE
"Rogers, Taylor",San Francisco,9000000,0.5,FALSE
"Haniger, Mitch*",San Francisco,8000000,0.5,FALSE
"Flores, Wilmer",San Francisco,6500000,0.5,FALSE
"Yastrzemski, Mike",San Francisco,6100000,0.5,FALSE
"Webb, Logan",San Francisco,4600000,0.5,FALSE
"Davis, J.D.",San Francisco,4210000,0.5,FALSE
"Slater, Austin*",San Francisco,3200000,0.5,FALSE
"Jackson, Luke*",San Francisco,3000000,0.5,FALSE
"Junis, Jakob",San Francisco,2800000,0.5,FALSE
"Perez, Roberto",San Francisco,2500000,0.5,FALSE
"Brebbia, John",San Francisco,2300000,0.5,FALSE
"Estrada, Thairo",San Francisco,2250000,0.5,FALSE
"Rogers, Tyler",San Francisco,1675000,0.5,FALSE
"Wade, LaMonte",San Francisco,1375000,0.5,FALSE
"Beaty, Matt",San Francisco,1250000,0.5,FALSE
"Alexander, Scott",San Francisco,1150000,0.5,FALSE
"Bart, Joey",San Francisco,735000,0.5,FALSE
"Doval, Camilo",San Francisco,735000,0.5,FALSE
"Gonzalez, Luis*",San Francisco,735000,0.5,FALSE
"Szapucki, Thomas*",San Francisco,723750,0.5,FALSE
"Villar, David",San Francisco,723750,0.5,FALSE
"Sabol, Blake",San Francisco,720000,0.5,FALSE
"Wisely, Brett",San Francisco,720000,0.5,FALSE
"Ray, Robbie",Seattle,21000000,0.556,FALSE
"Hernandez, Teoscar",Seattle,14000000,0.556,FALSE
"La Stella, Tommy",Seattle,11500000,0.556,FALSE
"Castillo, Luis",Seattle,11400000,0.556,FALSE
"Crawford, J.P.",Seattle,11000000,0.556,FALSE
"Suarez, Eugenio",Seattle,11000000,0.556,FALSE
"Wong, Kolten",Seattle,10000000,0.556,FALSE
"Flexen, Christopher",Seattle,8000000,0.556,FALSE
"Pollock, A.J.",Seattle,7000000,0.556,FALSE
"Gonzales, Marco",Seattle,6700000,0.556,FALSE
"Rodriguez, Julio",Seattle,6185714,0.556,FALSE
"France, Ty",Seattle,4100000,0.556,FALSE
"Sewald, Paul",Seattle,4100000,0.556,FALSE
"Castillo, Diego",Seattle,2950000,0.556,FALSE
"Moore, Dylan*",Seattle,2083333,0.556,FALSE
"Munoz, Andres",Seattle,1687500,0.556,FALSE
"Murphy, Tom",Seattle,1625000,0.556,FALSE
"Gott, Trevor",Seattle,1200000,0.556,FALSE
"Gilbert, Logan",Seattle,767300,0.556,FALSE
"Kirby, George",Seattle,758300,0.556,FALSE
"Raleigh, Cal",Seattle,758300,0.556,FALSE
"Kelenic, Jarred",Seattle,729400,0.556,FALSE
"Murfee, Penn",Seattle,727000,0.556,FALSE
"Trammell, Taylor*",Seattle,726700,0.556,FALSE
"Haggerty, Sam",Seattle,726600,0.556,FALSE
"Brash, Matthew",Seattle,725800,0.556,FALSE
"Festa, Matt",Seattle,725200,0.556,FALSE
"Hummel, Cooper",Seattle,723800,0.556,FALSE
"Arenado, Nolan",St. Louis,32822071,0.574,FALSE
"Goldschmidt, Paul",St. Louis,25333333,0.574,FALSE
"Mikolas, Miles",St. Louis,21666667,0.574,FALSE
"Wainwright, Adam*",St. Louis,14521720,0.574,FALSE
"Matz, Steven",St. Louis,10500000,0.574,FALSE
"Contreras, Willson",St. Louis,10000000,0.574,FALSE
"Montgomery, Jordan",St. Louis,10000000,0.574,FALSE
"DeJong, Paul*",St. Louis,9166667,0.574,FALSE
"Flaherty, Jack",St. Louis,5400000,0.574,FALSE
"O'Neill, Tyler",St. Louis,4950000,0.574,FALSE
"Gallegos, Giovanny",St. Louis,4750000,0.574,FALSE
"Edman, Tommy",St. Louis,4200000,0.574,FALSE
"VerHagen, Drew",St. Louis,3000000,0.574,FALSE
"Stratton, Chris",St. Louis,2800000,0.574,FALSE
"Helsley, Ryan",St. Louis,2150000,0.574,FALSE
"Hicks, Jordan",St. Louis,1837500,0.574,FALSE
"Knizner, Andrew",St. Louis,1100000,0.574,FALSE
"Motter, Taylor",St. Louis,775000,0.574,FALSE
"Carlson, Dylan",St. Louis,742400,0.574,FALSE
"Woodford, Jake",St. Louis,739800,0.574,FALSE
"Nootbaar, Lars",St. Louis,732400,0.574,FALSE
"Naughton, Packy",St. Louis,728750,0.574,FALSE
"Donovan, Brendan",St. Louis,728600,0.574,FALSE
"Pallante, Andre",St. Louis,728600,0.574,FALSE
"Gorman, Nolan",St. Louis,726950,0.574,FALSE
"Thompson, Zack",St. Louis,725000,0.574,FALSE
"Burleson, Alec",St. Louis,721450,0.574,FALSE
"Rodriguez, Wilking*",St. Louis,720400,0.574,FALSE
"Walker, Jordan",St. Louis,720000,0.574,FALSE
"Eflin, Zach",Tampa Bay,11000000,0.531,FALSE
"Margot, Manuel",Tampa Bay,7000000,0.531,FALSE
"Diaz, Yandy",Tampa Bay,6000000,0.531,FALSE
"Glasnow, Tyler*",Tampa Bay,5350000,0.531,FALSE
"Lowe, Brandon",Tampa Bay,5250000,0.531,FALSE
"Arozarena, Randy",Tampa Bay,4150000,0.531,FALSE
"Springs, Jeffrey",Tampa Bay,4000000,0.531,FALSE
"Fairbanks, Peter",Tampa Bay,3666666,0.531,FALSE
"Franco, Wander",Tampa Bay,2454545,0.531,FALSE
"Ramirez, Harold",Tampa Bay,2200000,0.531,FALSE
"Mejia, Francisco",Tampa Bay,2155000,0.531,FALSE
"Kittredge, Andrew*",Tampa Bay,2075000,0.531,FALSE
"Adam, Jason",Tampa Bay,1775000,0.531,FALSE
"Beeks, Jalen",Tampa Bay,1375000,0.531,FALSE
"Bethancourt, Christian",Tampa Bay,1350000,0.531,FALSE
"Armstrong, Shawn*",Tampa Bay,1200000,0.531,FALSE
"Poche, Colin",Tampa Bay,1175000,0.531,FALSE
"Thompson, Ryan",Tampa Bay,1000000,0.531,FALSE
"Rasmussen, Drew",Tampa Bay,739700,0.531,FALSE
"McClanahan, Shane",Tampa Bay,737000,0.531,FALSE
"Paredes, Isaac",Tampa Bay,735000,0.531,FALSE
"Siri, Jose",Tampa Bay,731600,0.531,FALSE
"Walls, Taylor",Tampa Bay,727600,0.531,FALSE
"Fleming, Josh",Tampa Bay,727000,0.531,FALSE
"Cleavinger, Garrett",Tampa Bay,725100,0.531,FALSE
"Baz, Shane*",Tampa Bay,723600,0.531,FALSE
"Lowe, Josh",Tampa Bay,723200,0.531,FALSE
"Raley, Luke",Tampa Bay,722300,0.531,FALSE
"Faucher, Calvin",Tampa Bay,721500,0.531,FALSE
"Kelly, Kevin",Tampa Bay,720000,0.531,FALSE
"Seager, Corey",Texas,35500000,0.42,FALSE
"deGrom, Jacob",Texas,30000000,0.42,FALSE
"Semien, Marcus",Texas,26000000,0.42,FALSE
"Perez, Martin",Texas,19650000,0.42,FALSE
"Eovaldi, Nathan",Texas,17000000,0.42,FALSE
"Gray, Jon",Texas,15000000,0.42,FALSE
"Odorizzi, Jake*",Texas,12500000,0.42,FALSE
"Heaney, Andrew",Texas,12000000,0.42,FALSE
"Leclerc, Jose",Texas,6000000,0.42,FALSE
"Lowe, Nate",Texas,4050000,0.42,FALSE
"Miller, Brad",Texas,4000000,0.42,FALSE
"Garver, Mitch",Texas,3900000,0.42,FALSE
"Kennedy, Ian",Texas,2250000,0.42,FALSE
"Grossman, Robbie",Texas,2000000,0.42,FALSE
"Smith, Will",Texas,1500000,0.42,FALSE
"Hearn, Taylor",Texas,1462500,0.42,FALSE
"Martin, Brett*",Texas,1275000,0.42,FALSE
"Jankowski, Travis",Texas,1250000,0.42,FALSE
"Hernandez, Jonathan",Texas,995000,0.42,FALSE
"Garcia, Adolis",Texas,747760,0.42,FALSE
"Heim, Jonah",Texas,745660,0.42,FALSE
"Burke, Brock",Texas,742840,0.42,FALSE
"Dunning, Dane",Texas,742840,0.42,FALSE
"Otto, Glenn*",Texas,736340,0.42,FALSE
"Howard, Spencer*",Texas,733455,0.42,FALSE
"Sborz, Josh*",Texas,733450,0.42,FALSE
"Taveras, Leody*",Texas,733445,0.42,FALSE
"Smith, Josh",Texas,727095,0.42,FALSE
"Thompson, Bubba",Texas,724305,0.42,FALSE
"Duran, Ezequiel",Texas,724170,0.42,FALSE
"Ragans, Cole",Texas,724145,0.42,FALSE
"Jung, Josh",Texas,721485,0.42,FALSE
"Springer, George",Toronto,24166667,0.568,FALSE
"Gausman, Kevin",Toronto,21000000,0.568,FALSE
"Ryu, Hyun-Jin*",Toronto,20000000,0.568,FALSE
"Bassitt, Chris",Toronto,19000000,0.568,FALSE
"Berrios, Jose",Toronto,16000000,0.568,FALSE
"Guerrero, Vladimir",Toronto,14500000,0.568,FALSE
"Chapman, Matt",Toronto,12500000,0.568,FALSE
"Kikuchi, Yusei",Toronto,10000000,0.568,FALSE
"Belt, Brandon",Toronto,9300000,0.568,FALSE
"Kiermaier, Kevin",Toronto,9000000,0.568,FALSE
"Merrifield, Whit",Toronto,6750000,0.568,FALSE
"Garcia, Yimi",Toronto,5500000,0.568,FALSE
"Romano, Jordan",Toronto,4537500,0.568,FALSE
"Bichette, Bo",Toronto,3933333,0.568,FALSE
"Jansen, Danny",Toronto,3500000,0.568,FALSE
"Cimber, Adam",Toronto,3150000,0.568,FALSE
"Varsho, Daulton",Toronto,3050000,0.568,FALSE
"Bass, Anthony",Toronto,3000000,0.568,FALSE
"Biggio, Cavan",Toronto,2800000,0.568,FALSE
"Green, Chad*",Toronto,2250000,0.568,FALSE
"Espinal, Santiago",Toronto,2100000,0.568,FALSE
"Mayza, Tim",Toronto,2100000,0.568,FALSE
"Richards, Trevor",Toronto,1500000,0.568,FALSE
"Swanson, Erik",Toronto,1250000,0.568,FALSE
"Kirk, Alejandro",Toronto,767300,0.568,FALSE
"Manoah, Alek",Toronto,745650,0.568,FALSE
"White, Mitchell*",Toronto,743000,0.568,FALSE
"Pop, Zachary",Toronto,742200,0.568,FALSE
"Lukes, Nathan",Toronto,720000,0.568,FALSE
"Strasburg, Stephen*",Washington,32500286,0.34,FALSE
"Corbin, Patrick",Washington,24416667,0.34,FALSE
"Williams, Trevor",Washington,6000000,0.34,FALSE
"Candelario, Jeimer",Washington,5000000,0.34,FALSE
"Finnegan, Kyle",Washington,2325000,0.34,FALSE
"Robles, Victor",Washington,2325000,0.34,FALSE
"Dickerson, Corey",Washington,2250000,0.34,FALSE
"Edwards, Carl",Washington,2250000,0.34,FALSE
"Thomas, Lane",Washington,2200000,0.34,FALSE
"Kuhl, Chad",Washington,2000000,0.34,FALSE
"Smith, Dominic",Washington,2000000,0.34,FALSE
"Rainey, Tanner*",Washington,1500000,0.34,FALSE
"Ruiz, Keibert",Washington,1375000,0.34,FALSE
"Chavis, Michael",Washington,1000000,0.34,FALSE
"Ramirez, Erasmo",Washington,1000000,0.34,FALSE
"Vargas, Ildemaro",Washington,975000,0.34,FALSE
"Arano, Victor*",Washington,925000,0.34,FALSE
"Harvey, Hunter",Washington,870000,0.34,FALSE
"Banda, Anthony",Washington,850000,0.34,FALSE
"Garcia, Luis",Washington,738600,0.34,FALSE
"Kieboom, Carter*",Washington,733400,0.34,FALSE
"Gray, Josiah",Washington,730000,0.34,FALSE
"Adams, Riley",Washington,728800,0.34,FALSE
"Thompson, Mason",Washington,724400,0.34,FALSE
"Abrams Jr., CJ",Washington,724200,0.34,FALSE
"Gore, MacKenzie",Washington,723300,0.34,FALSE
"Meneses, Joey",Washington,723300,0.34,FALSE
"Call, Alex",Washington,721800,0.34,FALSE
"Cavalli, Cade*",Washington,720200,0.34,FALSE
"Pineda, Israel*",Washington,720200,0.34,FALSE
"Harris, Hobie",Washington,720000,0.34,FALSE
"Ward, Thaddeus",Washington,720000,0.34,FALSE
